1114.69414522, 8.05544111, -2.30634809, 5.55959792, -0.00000000, 0.00106429
1114.32190236, 7.64446872, -2.30790602, 5.55975124, 0.00138760, 0.00108698
1113.94831935, 7.23269106, -2.30729296, 5.56006162, 0.00277063, 0.00111453
1113.57541999, 6.82231564, -2.30891214, 5.56039884, 0.00414898, 0.00111282
1113.20137267, 6.41085232, -2.30828331, 5.56113865, 0.00552296, 0.00118079
1112.82788168, 6.00090894, -2.30992864, 5.56227655, 0.00689276, 0.00131736
1112.45330488, 5.58965795, -2.30918898, 5.56346049, 0.00825805, 0.00143002
1112.07922645, 5.18046373, -2.31128566, 5.56483238, 0.00961900, 0.00155623
1111.70500064, 4.77137475, -2.31349013, 5.56542952, 0.01097375, 0.00144315
1111.32875889, 4.36122625, -2.31271827, 5.56627899, 0.01232391, 0.00136084
1110.95343367, 3.95241284, -2.31447342, 5.56720972, 0.01366916, 0.00126447
1110.57663298, 3.54249631, -2.31377776, 5.56852255, 0.01501027, 0.00123320
1110.20067095, 3.13397540, -2.31563598, 5.57035175, 0.01634781, 0.00130237
1109.82317823, 2.72425710, -2.31492586, 5.57163841, 0.01767869, 0.00119405
1109.44604811, 2.31626918, -2.31669536, 5.57237065, 0.01900240, 0.00090531
1109.06837573, 1.90762174, -2.31749497, 5.57359344, 0.02032226, 0.00071065
1108.68982593, 1.49842875, -2.31713320, 5.57543015, 0.02163901, 0.00064256
1108.31200925, 1.08956486, -2.31816990, 5.57801564, 0.02295354, 0.00073646
1107.93287671, 0.68029009, -2.31779266, 5.58002808, 0.02426055, 0.00064561
1107.55377993, 0.27172799, -2.31857105, 5.58146056, 0.02555951, 0.00036849
1107.17419737, -0.13762007, -2.31839582, 5.58365490, 0.02685639, 0.00025714
1106.79462525, -0.54704708, -2.31853915, 5.58651203, 0.02815113, 0.00028559
1106.41468753, -0.95679570, -2.31838500, 5.58926736, 0.02944007, 0.00025351
1106.03482445, -1.36629887, -2.31899933, 5.59203146, 0.03072367, 0.00019004
1105.65390676, -1.77595259, -2.31885074, 5.59472115, 0.03200136, 0.00007356
1105.27324635, -2.18617433, -2.31881765, 5.59793665, 0.03327660, 0.00006132
1104.89302522, -2.59693025, -2.31913540, 5.60157764, 0.03454902, 0.00012706
1104.51176410, -3.00760094, -2.31901467, 5.60566084, 0.03581893, 0.00027513
1104.12990274, -3.41778932, -2.31933721, 5.61033370, 0.03708753, 0.00054394
1103.74800652, -3.82906758, -2.31899837, 5.61460547, 0.03834835, 0.00067487
1103.36586930, -4.24132685, -2.31792698, 5.61861380, 0.03960202, 0.00070423
1102.98401044, -4.65375210, -2.31753406, 5.62248872, 0.04084922, 0.00066620
1102.60256184, -5.06650843, -2.31779165, 5.62598819, 0.04208799, 0.00049800
1102.22082807, -5.47855856, -2.31914181, 5.63161005, 0.04333723, 0.00085002
1101.83758721, -5.89150606, -2.31865960, 5.63600952, 0.04457177, 0.00085154
1101.45462542, -6.30401441, -2.31958066, 5.63929261, 0.04579161, 0.00053089
1101.07064674, -6.71729988, -2.31932299, 5.64339358, 0.04701209, 0.00039117
1100.68643473, -7.13043215, -2.31968600, 5.64801897, 0.04823114, 0.00035603
1100.30177827, -7.54433751, -2.31948175, 5.65304500, 0.04944795, 0.00039329
1099.91723450, -7.95824112, -2.32011713, 5.65863926, 0.05066419, 0.00054635
1099.53194695, -8.37200353, -2.32090376, 5.66363305, 0.05186944, 0.00051231
1099.14572567, -8.78662074, -2.32059937, 5.66899487, 0.05307231, 0.00054242
1098.75981884, -9.20130475, -2.32131672, 5.67467538, 0.05427250, 0.00062389
1098.37267760, -9.61659365, -2.32094496, 5.68034945, 0.05546696, 0.00067267
1097.98560907, -10.03135676, -2.32202470, 5.68610221, 0.05665646, 0.00071097
1097.59740205, -10.44721017, -2.32162439, 5.69167107, 0.05783832, 0.00067115
1097.20911571, -10.86263076, -2.32245850, 5.69709402, 0.05901274, 0.00056332
1096.82029229, -11.27866422, -2.32296264, 5.70087628, 0.06016381, 0.00000237
1096.43056869, -11.69522477, -2.32288140, 5.70762380, 0.06134002, 0.00017591
1096.04005085, -12.11205073, -2.32261888, 5.71735980, 0.06254326, 0.00108774
1095.64944653, -12.53013318, -2.32183879, 5.72534648, 0.06372247, 0.00151821
1095.25860989, -12.94938962, -2.32049764, 5.73223323, 0.06488393, 0.00163600
1094.86798226, -13.36933962, -2.31957352, 5.73828825, 0.06603003, 0.00151090
1094.47759390, -13.79010971, -2.31897525, 5.74308234, 0.06715521, 0.00103352
1094.08677076, -14.21120137, -2.31858244, 5.74960831, 0.06829428, 0.00097090
1093.69568003, -14.63309884, -2.31805636, 5.75623191, 0.06942843, 0.00090420
1093.30425757, -15.05580550, -2.31734512, 5.76318888, 0.07056055, 0.00089383
1092.91275883, -15.47915987, -2.31689623, 5.76950173, 0.07167861, 0.00069006
1092.52118096, -15.90326095, -2.31661575, 5.77501887, 0.07278030, 0.00025465
1092.12909425, -16.32772984, -2.31650064, 5.78175118, 0.07389085, 0.00010135
1091.73660285, -16.75254944, -2.31669041, 5.78960394, 0.07500964, 0.00020557
1091.34369324, -17.17787676, -2.31701809, 5.79721740, 0.07611933, 0.00022032
1090.94989880, -17.60386748, -2.31686313, 5.80513246, 0.07722696, 0.00028363
1090.55580290, -18.03012940, -2.31725239, 5.81335633, 0.07833272, 0.00039731
1090.16082728, -18.45724162, -2.31699348, 5.82161859, 0.07943302, 0.00049265
1089.76576451, -18.88440456, -2.31776657, 5.82998192, 0.08052871, 0.00058571
