'East','North','Notes: road segment ID 87754, lane 4, lane segment ID 1456078852, distances from origin (42.5829000, -83.6811000) in meters'
635.647,79.817
636.385,79.919
637.123,80.020
637.859,80.121
638.597,80.223
639.334,80.324
640.072,80.426
640.809,80.527
641.546,80.629
642.283,80.731
643.019,80.832
643.757,80.935
644.497,81.037
645.237,81.139
645.975,81.242
646.712,81.344
647.448,81.446
648.183,81.548
648.917,81.650
649.649,81.752
650.381,81.854
651.112,81.955
651.841,82.057
652.570,82.158
653.299,82.260
654.030,82.362
654.760,82.465
655.491,82.566
656.221,82.668
656.951,82.771
657.680,82.873
658.409,82.976
659.138,83.077
659.866,83.180
660.594,83.282
661.322,83.384
662.050,83.487
662.777,83.589
663.504,83.692
664.231,83.794
664.957,83.897
665.683,83.999
666.409,84.101
667.134,84.203
667.860,84.305
668.586,84.407
669.313,84.509
670.039,84.611
670.767,84.713
671.494,84.815
672.222,84.916
672.951,85.018
673.679,85.120
674.408,85.222
675.137,85.323
675.867,85.424
676.596,85.525
677.327,85.626
678.058,85.727
678.789,85.827
679.520,85.927
680.251,86.027
680.983,86.127
681.716,86.227
682.448,86.326
683.181,86.425
683.912,86.524
684.645,86.622
685.376,86.719
686.107,86.817
686.837,86.914
687.568,87.010
688.297,87.106
689.027,87.201
689.757,87.296
690.486,87.391
691.215,87.485
691.943,87.578
692.672,87.671
693.400,87.764
694.127,87.856
694.854,87.946
695.581,88.038
696.308,88.128
697.035,88.218
697.761,88.307
698.487,88.395
699.216,88.483
699.944,88.572
700.673,88.659
701.401,88.746
702.130,88.832
702.859,88.918
703.588,89.003
704.317,89.088
705.046,89.172
705.775,89.256
706.504,89.340
707.233,89.422
707.963,89.505
708.692,89.587
709.421,89.668
710.151,89.749
710.880,89.829
