'East','North','Notes: road segment ID 87986, lane 3, lane segment ID 5766250499, distances from origin (42.5829000, -83.6811000) in meters'
-1165.356,-1227.929
-1166.071,-1228.080
-1166.786,-1228.231
-1167.502,-1228.379
-1168.218,-1228.525
-1168.935,-1228.669
-1169.651,-1228.812
-1170.368,-1228.954
-1171.085,-1229.093
-1171.802,-1229.231
-1172.520,-1229.367
-1173.238,-1229.501
-1173.956,-1229.634
-1174.676,-1229.764
-1175.394,-1229.894
-1176.114,-1230.020
-1176.834,-1230.145
-1177.553,-1230.268
-1178.274,-1230.390
-1178.995,-1230.509
-1179.716,-1230.627
-1180.437,-1230.743
-1181.160,-1230.857
-1181.882,-1230.970
-1182.605,-1231.082
-1183.328,-1231.191
-1184.052,-1231.300
-1184.776,-1231.406
-1185.500,-1231.511
-1186.226,-1231.615
-1186.951,-1231.718
-1187.677,-1231.819
-1188.403,-1231.919
-1189.130,-1232.017
-1189.858,-1232.115
-1190.585,-1232.209
-1191.311,-1232.301
-1192.039,-1232.389
-1192.766,-1232.476
-1193.494,-1232.558
-1194.223,-1232.639
-1194.951,-1232.715
-1195.680,-1232.788
-1196.410,-1232.859
-1197.139,-1232.926
-1197.869,-1232.990
-1198.600,-1233.051
-1199.331,-1233.108
-1200.062,-1233.163
-1200.794,-1233.214
-1201.525,-1233.260
-1202.258,-1233.304
-1202.991,-1233.343
-1203.723,-1233.379
-1204.456,-1233.411
-1205.189,-1233.439
-1205.922,-1233.464
-1206.654,-1233.486
-1207.388,-1233.504
-1208.121,-1233.518
-1208.854,-1233.529
-1209.588,-1233.538
-1210.322,-1233.544
-1211.055,-1233.546
-1211.789,-1233.545
-1212.523,-1233.542
-1213.257,-1233.535
-1213.991,-1233.526
-1214.724,-1233.514
-1215.458,-1233.499
-1216.192,-1233.483
-1216.926,-1233.463
-1217.660,-1233.441
-1218.393,-1233.417
-1219.127,-1233.391
-1219.860,-1233.362
-1220.592,-1233.331
-1221.324,-1233.299
-1222.056,-1233.264
-1222.788,-1233.226
-1223.518,-1233.187
-1224.250,-1233.145
-1224.980,-1233.100
-1225.710,-1233.053
-1226.441,-1233.004
-1227.170,-1232.952
-1227.900,-1232.898
-1228.629,-1232.842
-1229.359,-1232.782
-1230.087,-1232.720
-1230.816,-1232.656
-1231.545,-1232.589
-1232.273,-1232.520
-1233.002,-1232.449
-1233.730,-1232.375
-1234.459,-1232.298
-1235.187,-1232.219
-1235.917,-1232.139
-1236.646,-1232.056
-1237.374,-1231.970
-1238.102,-1231.883
-1238.829,-1231.793
-1239.556,-1231.701
-1240.283,-1231.606
-1241.009,-1231.510
-1241.735,-1231.411
-1242.460,-1231.309
-1243.185,-1231.204
-1243.909,-1231.098
-1244.633,-1230.989
-1245.358,-1230.876
-1246.081,-1230.761
-1246.805,-1230.644
-1247.528,-1230.523
-1248.251,-1230.400
-1248.974,-1230.274
-1249.697,-1230.144
-1250.420,-1230.013
-1251.144,-1229.878
-1251.867,-1229.740
-1252.589,-1229.600
-1253.311,-1229.456
-1254.032,-1229.309
-1254.751,-1229.160
-1255.470,-1229.009
-1256.189,-1228.854
-1256.906,-1228.697
-1257.624,-1228.537
-1258.340,-1228.374
-1259.056,-1228.209
-1259.771,-1228.042
-1260.486,-1227.872
-1261.200,-1227.699
-1261.914,-1227.525
-1262.628,-1227.347
-1263.340,-1227.168
-1264.052,-1226.986
-1264.764,-1226.801
-1265.475,-1226.615
-1266.186,-1226.426
-1266.895,-1226.235
-1267.603,-1226.042
-1268.310,-1225.846
-1269.017,-1225.648
-1269.723,-1225.449
-1270.428,-1225.247
-1271.132,-1225.043
-1271.836,-1224.837
-1272.539,-1224.629
-1273.242,-1224.418
-1273.943,-1224.206
-1274.646,-1223.992
-1275.346,-1223.776
-1276.047,-1223.557
-1276.747,-1223.337
-1277.447,-1223.115
-1278.146,-1222.891
-1278.844,-1222.665
-1279.541,-1222.436
-1280.237,-1222.205
-1280.932,-1221.971
-1281.626,-1221.736
-1282.319,-1221.498
-1283.011,-1221.257
-1283.702,-1221.015
-1284.392,-1220.769
