'East','North','Notes: road segment ID 87759, lane 1, lane segment ID 5751373825, distances from origin (42.5829000, -83.6811000) in meters'
-1.687,2.317
-0.955,2.413
-0.224,2.510
0.507,2.606
1.239,2.702
1.970,2.799
2.701,2.895
3.433,2.991
4.164,3.087
4.896,3.183
5.627,3.279
6.358,3.375
7.090,3.471
7.821,3.567
8.553,3.663
9.284,3.758
10.015,3.854
10.746,3.950
11.478,4.045
12.210,4.141
12.942,4.236
13.674,4.331
14.405,4.426
15.137,4.521
15.868,4.616
16.600,4.711
17.332,4.806
18.063,4.901
18.795,4.995
19.526,5.090
20.258,5.185
20.988,5.278
21.720,5.373
22.451,5.468
23.182,5.563
23.913,5.657
24.645,5.752
25.376,5.847
26.106,5.942
26.837,6.038
27.568,6.133
28.299,6.228
29.030,6.324
29.761,6.421
30.492,6.517
31.223,6.614
31.954,6.711
32.685,6.808
33.415,6.905
34.146,7.003
34.877,7.101
35.608,7.198
36.338,7.296
37.069,7.394
37.799,7.491
38.530,7.590
39.261,7.687
39.991,7.785
40.722,7.883
41.452,7.980
42.183,8.077
42.913,8.175
43.643,8.272
44.374,8.370
45.104,8.468
45.834,8.566
46.564,8.664
47.295,8.762
48.026,8.860
48.757,8.958
49.487,9.056
50.218,9.154
50.949,9.253
51.680,9.351
52.411,9.449
53.142,9.547
53.874,9.645
54.605,9.743
55.337,9.841
56.068,9.938
56.800,10.035
57.531,10.132
58.262,10.229
58.994,10.327
59.725,10.423
60.456,10.520
61.187,10.617
61.918,10.713
62.649,10.810
63.380,10.907
64.112,11.003
64.843,11.100
65.574,11.196
66.305,11.293
67.036,11.389
67.767,11.486
68.499,11.582
69.230,11.678
69.961,11.774
70.693,11.870
71.423,11.967
72.156,12.062
72.888,12.159
73.620,12.255
74.352,12.350
75.084,12.446
75.815,12.541
76.547,12.637
77.279,12.732
78.010,12.827
78.741,12.921
79.472,13.017
80.203,13.112
80.934,13.207
81.665,13.302
82.395,13.397
83.125,13.492
83.855,13.587
84.585,13.683
85.315,13.778
86.045,13.874
86.775,13.971
87.505,14.067
88.235,14.164
88.966,14.261
89.696,14.358
90.426,14.454
91.157,14.551
92.885,14.784
